i,c16,i,i,i,i
21,Gold,75000,15,7,12
21,Gold,96000,64,5,11
21,Copper,15000,30,3,11
21,Marble,84000,56,5,13
21,Gold,34000,34,4,7
21,Gold,63000,42,5,9
21,Iron,5200,26,2,14
21,Iron,7000,7,4,20
21,Aluminum,55500,37,5,9
21,Gold,54000,36,5,13
21,Iron,125000,25,7,20
21,Gold,365000,73,7,14
21,Aluminum,48000,48,4,8
21,Gold,3000,30,1,6
21,Iron,3200,32,1,4
21,Marble,37500,25,5,9
21,Iron,40000,20,6,18
21,Marble,44500,89,3,5
21,Copper,34000,34,4,15
21,Aluminum,105000,21,7,3
21,Copper,175000,35,7,2
21,Gold,170000,85,6,13
21,Sandstone,440000,88,7,13
21,Iron,136000,68,6,20
21,Iron,88000,88,4,3
21,Gold,46500,93,3,14
21,Marble,1500,3,3,20
21,Aluminum,4600,23,2,7
21,Copper,9000,18,3,4
21,Aluminum,45000,45,4,19
21,Iron,100000,100,4,15
21,Marble,3800,19,2,13
21,Gold,19400,97,2,5
21,Aluminum,17600,88,2,7
21,Copper,345000,69,7,3
21,Marble,18600,93,2,6
21,Iron,23000,23,4,7
21,Iron,60000,40,5,5
21,Sandstone,1900,19,1,1
21,Aluminum,13000,26,3,9
21,Copper,176000,88,6,10
21,Gold,68000,34,6,1
21,Copper,28500,57,3,1
21,Aluminum,17400,87,2,16
21,Aluminum,8200,41,2,7
21,Marble,89000,89,4,12
21,Aluminum,18600,93,2,10
21,Marble,200,2,1,13
21,Marble,129000,86,5,10
21,Marble,185000,37,7,15
21,Marble,37500,75,3,2
21,Aluminum,9600,96,1,5
21,Iron,170000,34,7,6
21,Copper,19200,96,2,18
21,Aluminum,36500,73,3,8
21,Marble,19200,96,2,18
21,Marble,55500,37,5,17
21,Sandstone,84000,84,4,7
21,Aluminum,3000,6,3,18
21,Iron,34000,17,6,6
21,Iron,42000,21,6,5
21,Sandstone,13500,9,5,7
21,Sandstone,52000,52,4,1
21,Sandstone,17500,35,3,3
21,Iron,89000,89,4,4
21,Marble,3600,18,2,13
21,Sandstone,82000,82,4,5
21,Marble,96000,96,4,7
21,Sandstone,4200,21,2,10
21,Copper,75000,75,4,11
21,Marble,36000,24,5,1
21,Gold,36000,72,3,10
21,Marble,5300,53,1,13
21,Gold,110000,22,7,12
21,Copper,7000,35,2,6
21,Aluminum,120000,80,5,9
21,Copper,4800,48,1,9
21,Sandstone,205000,41,7,8
21,Copper,142500,95,5,20
21,Aluminum,3000,15,2,12
21,Gold,355000,71,7,15
21,Marble,14000,7,6,1
21,Iron,19000,95,2,4
21,Aluminum,14000,14,4,16
21,Copper,48000,24,6,10
21,Iron,67000,67,4,5
21,Aluminum,85500,57,5,6
21,Aluminum,405000,81,7,16
21,Iron,35500,71,3,3
21,Iron,300000,60,7,8
21,Iron,156000,78,6,15
21,Gold,35000,35,4,12
21,Iron,425000,85,7,10
21,Aluminum,94000,94,4,8
21,Sandstone,1500,15,1,16
21,Sandstone,305000,61,7,5
21,Copper,93000,62,5,14
21,Sandstone,135000,90,5,14
21,Aluminum,65000,65,4,17
21,Sandstone,120000,60,6,4
21,Marble,46000,23,6,1
21,Sandstone,10600,53,2,17
21,Aluminum,5400,27,2,18
21,Copper,3200,32,1,14
21,Marble,4900,49,1,1
21,Sandstone,225000,45,7,7
21,Copper,37000,74,3,16
21,Sandstone,465000,93,7,10
21,Iron,52000,26,6,9
21,Copper,36000,36,4,10
21,Sandstone,12000,6,6,19
21,Sandstone,7900,79,1,7
21,Iron,110000,55,6,6
21,Gold,2000,4,3,18
21,Sandstone,40500,81,3,15
21,Iron,168000,84,6,5
21,Gold,1200,6,2,13
21,Sandstone,2100,21,1,13
21,Marble,98000,49,6,4
21,Gold,15000,3,7,11
21,Marble,42000,42,4,6
21,Marble,150000,75,6,17
21,Iron,11200,56,2,17
21,Gold,15000,15,4,1
21,Marble,61000,61,4,16
21,Iron,6300,63,1,17
21,Sandstone,38000,19,6,14
21,Iron,22000,11,6,16
21,Aluminum,134000,67,6,7
21,Gold,1500,3,3,2
21,Aluminum,120000,60,6,10
21,Iron,80000,40,6,14
21,Sandstone,156000,78,6,1
21,Marble,400,4,1,19
21,Gold,77000,77,4,11
21,Sandstone,5400,54,1,1
21,Iron,41500,83,3,18
21,Aluminum,375000,75,7,15
21,Iron,47000,47,4,16
21,Copper,10000,5,6,16
21,Copper,16000,80,2,17
21,Marble,1200,12,1,4
21,Aluminum,14200,71,2,4
21,Marble,27000,54,3,10
21,Iron,4700,47,1,7
21,Copper,97000,97,4,10
21,Copper,38000,19,6,19
21,Gold,20000,100,2,1
21,Iron,215000,43,7,14
21,Sandstone,65000,13,7,8
21,Iron,14200,71,2,20
21,Gold,14500,29,3,5
21,Sandstone,100000,100,4,6
21,Marble,116000,58,6,6
21,Iron,82000,41,6,10
21,Sandstone,160000,32,7,19
21,Marble,2500,5,3,6
21,Copper,7400,74,1,8
21,Gold,118500,79,5,17
21,Gold,455000,91,7,20
21,Iron,16000,16,4,2
21,Iron,76500,51,5,10
21,Sandstone,138000,69,6,16
21,Sandstone,46500,31,5,17
21,Aluminum,43000,86,3,5
21,Sandstone,13200,66,2,10
21,Copper,72000,48,5,11
21,Iron,9500,95,1,10
21,Sandstone,19500,13,5,6
21,Gold,19600,98,2,13
21,Copper,67500,45,5,12
21,Gold,174000,87,6,11
21,Iron,48500,97,3,16
21,Iron,17000,85,2,13
21,Copper,52000,52,4,6
21,Gold,95000,95,4,3
21,Sandstone,45000,9,7,13
21,Aluminum,129000,86,5,17
21,Marble,145500,97,5,18
21,Gold,470000,94,7,16
21,Iron,34500,69,3,9
21,Iron,48000,24,6,9
21,Aluminum,109500,73,5,19
21,Sandstone,6600,33,2,12
21,Iron,54000,27,6,7
21,Gold,166000,83,6,2
21,Copper,26000,13,6,13
21,Sandstone,100000,20,7,20
21,Copper,390000,78,7,12
21,Sandstone,83000,83,4,4
22,Aluminum,700,7,1,13
22,Aluminum,95000,95,4,2
22,Copper,160000,32,7,10
22,Marble,62000,31,6,3
22,Marble,81000,81,4,5
22,Copper,16000,16,4,16
22,Aluminum,138000,92,5,7
22,Gold,148500,99,5,17
22,Iron,255000,51,7,7
22,Copper,3400,34,1,18
22,Gold,2000,20,1,14
22,Iron,8300,83,1,18
22,Copper,65000,13,7,17
22,Sandstone,23000,46,3,2
22,Iron,3800,38,1,5
22,Sandstone,450000,90,7,6
22,Copper,17800,89,2,1
22,Sandstone,160000,80,6,12
22,Gold,49500,33,5,19
22,Sandstone,445000,89,7,17
22,Copper,84000,56,5,11
22,Iron,50000,25,6,4
22,Sandstone,24000,12,6,18
22,Iron,280000,56,7,5
22,Iron,42000,84,3,4
22,Aluminum,139500,93,5,4
22,Gold,27000,18,5,8
22,Gold,25000,5,7,17
22,Gold,2400,12,2,15
22,Marble,26000,13,6,11
22,Aluminum,7000,14,3,8
22,Sandstone,180000,36,7,13
22,Iron,5700,57,1,18
22,Iron,500,1,3,7
22,Marble,14500,29,3,6
22,Sandstone,45000,9,7,9
22,Marble,78000,52,5,3
22,Gold,19200,96,2,13
22,Marble,42000,42,4,20
22,Gold,112500,75,5,7
22,Copper,8800,88,1,8
22,Copper,49000,98,3,5
22,Aluminum,192000,96,6,7
22,Iron,220000,44,7,19
22,Copper,6200,62,1,1
22,Marble,13400,67,2,19
22,Marble,63000,42,5,3
22,Aluminum,6000,4,5,16
22,Iron,4300,43,1,14
22,Marble,22000,22,4,3
22,Gold,94000,47,6,20
22,Sandstone,8400,42,2,2
22,Gold,40000,80,3,14
22,Iron,3900,39,1,6
22,Gold,140000,70,6,10
22,Copper,20000,10,6,14
22,Sandstone,6500,13,3,10
22,Gold,5000,50,1,14
22,Sandstone,14500,29,3,2
22,Marble,9500,19,3,10
22,Copper,124500,83,5,18
22,Aluminum,41000,82,3,9
22,Sandstone,84000,42,6,10
22,Marble,9100,91,1,3
22,Aluminum,58500,39,5,19
22,Iron,39500,79,3,12
22,Iron,48000,32,5,4
22,Copper,6400,64,1,2
22,Gold,92000,92,4,8
22,Copper,400,4,1,3
22,Marble,12000,6,6,9
22,Iron,75000,15,7,13
22,Aluminum,345000,69,7,6
22,Marble,370000,74,7,2
22,Marble,9700,97,1,14
22,Copper,7800,39,2,3
22,Iron,25000,25,4,9
22,Copper,30000,20,5,8
22,Iron,5500,11,3,12
22,Sandstone,71000,71,4,19
22,Marble,19500,39,3,7
22,Marble,4800,48,1,8
22,Aluminum,80000,40,6,10
22,Iron,32000,16,6,7
22,Copper,15400,77,2,2
22,Iron,355000,71,7,1
22,Copper,700,7,1,17
22,Iron,58000,29,6,8
22,Aluminum,475000,95,7,12
22,Iron,13000,26,3,7
22,Copper,8800,44,2,20
22,Copper,141000,94,5,4
22,Sandstone,31500,21,5,7
22,Marble,315000,63,7,18
22,Aluminum,19000,38,3,16
22,Aluminum,6000,6,4,8
22,Sandstone,196000,98,6,2
22,Gold,2600,13,2,10
22,Marble,124000,62,6,1
22,Sandstone,235000,47,7,9
22,Marble,380000,76,7,2
22,Copper,11500,23,3,3
22,Gold,24000,24,4,13
22,Marble,33000,33,4,13
22,Gold,102000,51,6,20
22,Iron,10800,54,2,16
22,Copper,2300,23,1,10
22,Gold,180000,36,7,14
22,Aluminum,41000,82,3,1
22,Marble,72000,36,6,2
22,Aluminum,70000,14,7,6
22,Copper,13800,69,2,7
22,Copper,90000,90,4,1
22,Aluminum,29000,58,3,17
22,Copper,335000,67,7,7
22,Iron,102000,68,5,4
22,Copper,117000,78,5,8
22,Aluminum,89000,89,4,6
22,Iron,40000,8,7,10
22,Gold,136500,91,5,5
22,Gold,7500,15,3,3
22,Copper,2400,24,1,15
22,Sandstone,41500,83,3,2
22,Gold,18500,37,3,12
22,Marble,1500,3,3,13
22,Iron,325000,65,7,11
22,Marble,9300,93,1,3
22,Sandstone,5400,27,2,14
22,Gold,78000,39,6,10
22,Gold,11600,58,2,18
22,Marble,200,2,1,20
22,Aluminum,34500,69,3,3
22,Aluminum,335000,67,7,19
22,Copper,50000,10,7,3
22,Marble,32000,64,3,7
22,Gold,35000,7,7,5
22,Copper,120000,80,5,1
22,Aluminum,120000,80,5,4
22,Copper,4000,4,4,14
22,Marble,16400,82,2,20
22,Sandstone,8000,40,2,15
22,Gold,9500,95,1,10
22,Marble,58000,29,6,5
22,Gold,23500,47,3,15
22,Sandstone,9600,48,2,6
22,Sandstone,6000,60,1,16
22,Gold,395000,79,7,6
22,Iron,9500,19,3,5
22,Marble,111000,74,5,18
22,Marble,106000,53,6,19
22,Copper,184000,92,6,6
22,Copper,18000,90,2,16
22,Sandstone,34000,68,3,18
22,Iron,26000,13,6,20
22,Gold,600,6,1,2
22,Aluminum,105000,21,7,11
22,Aluminum,180000,90,6,8
22,Copper,5200,52,1,17
22,Sandstone,141000,94,5,15
22,Marble,31500,21,5,19
22,Iron,6000,30,2,7
22,Aluminum,45000,90,3,6
22,Sandstone,28000,14,6,13
22,Gold,27500,55,3,16
22,Sandstone,3500,35,1,17
22,Iron,7800,78,1,17
22,Copper,46000,92,3,6
22,Marble,2500,5,3,2
22,Gold,142500,95,5,5
22,Iron,132000,88,5,5
22,Copper,54000,54,4,11
22,Sandstone,10000,50,2,13
22,Sandstone,52000,52,4,7
22,Aluminum,70000,35,6,12
22,Copper,89000,89,4,19
22,Gold,69000,46,5,12
22,Sandstone,62000,31,6,1
22,Gold,10000,50,2,17
22,Marble,97000,97,4,16
22,Copper,6600,33,2,4
22,Aluminum,385000,77,7,14
22,Aluminum,46500,31,5,20
22,Aluminum,7200,72,1,17
22,Sandstone,4800,48,1,13
22,Marble,172000,86,6,11
22,Iron,48000,24,6,8
22,Sandstone,51000,34,5,19
22,Gold,500,1,3,19
22,Sandstone,4500,9,3,7
22,Iron,31500,63,3,9
22,Copper,2100,21,1,18
22,Marble,11600,58,2,9
22,Copper,16000,8,6,20
22,Marble,31500,63,3,13
22,Iron,6000,6,4,6
22,Aluminum,148000,74,6,13
22,Gold,180000,90,6,1
22,Iron,13000,13,4,5
22,Marble,225000,45,7,7
22,Sandstone,168000,84,6,9
22,Marble,37500,25,5,19
22,Marble,83000,83,4,8
22,Aluminum,76000,76,4,12
22,Aluminum,21500,43,3,11
22,Sandstone,25000,25,4,14
22,Sandstone,3600,36,1,5
22,Sandstone,10000,20,3,7
22,Gold,60000,40,5,8
22,Sandstone,42500,85,3,13
22,Gold,14800,74,2,20
22,Aluminum,16600,83,2,19
22,Gold,108000,54,6,20
22,Iron,3000,6,3,2
22,Gold,14000,70,2,19
22,Copper,39000,78,3,2
22,Gold,495000,99,7,4
22,Aluminum,150000,30,7,15
22,Copper,12600,63,2,5
22,Marble,36500,73,3,4
22,Marble,93000,93,4,3
22,Marble,112000,56,6,16
22,Copper,6600,66,1,14
22,Copper,100500,67,5,11
22,Sandstone,174000,87,6,3
22,Iron,40500,81,3,18
22,Sandstone,26000,13,6,14
22,Sandstone,16200,81,2,10
22,Marble,138000,69,6,4
22,Aluminum,17600,88,2,15
22,Sandstone,21000,42,3,13
22,Aluminum,43000,86,3,3
22,Gold,74000,74,4,6
22,Iron,41000,82,3,14
22,Aluminum,27000,18,5,15
22,Gold,480000,96,7,8
22,Gold,136500,91,5,8
22,Marble,8800,44,2,10
22,Sandstone,9500,95,1,8
22,Sandstone,56000,56,4,8
22,Gold,29000,58,3,5
22,Iron,35000,7,7,4
22,Copper,25500,17,5,10
22,Marble,184000,92,6,3
22,Gold,144000,96,5,18
22,Iron,1000,2,3,7
22,Copper,7000,70,1,7
22,Gold,17800,89,2,15
22,Sandstone,73000,73,4,1
22,Aluminum,29000,29,4,15
22,Aluminum,90000,45,6,11
22,Marble,280000,56,7,8
22,Sandstone,71000,71,4,3
22,Copper,120000,24,7,4
22,Gold,210000,42,7,10
22,Copper,10000,5,6,18
22,Aluminum,122000,61,6,4
22,Iron,12000,6,6,5
22,Marble,43500,87,3,15
22,Copper,74000,74,4,7
22,Copper,52500,35,5,17
22,Copper,72000,36,6,7
22,Aluminum,36000,36,4,2
22,Copper,400,4,1,12
22,Iron,36000,36,4,15
22,Copper,11600,58,2,7
22,Copper,141000,94,5,3
22,Copper,60000,60,4,4
22,Aluminum,10500,7,5,13
22,Gold,27000,27,4,15
22,Copper,9500,19,3,3
22,Gold,145500,97,5,8
22,Copper,23500,47,3,5
22,Sandstone,1000,10,1,15
22,Sandstone,9200,46,2,10
22,Iron,1000,10,1,1
22,Iron,45500,91,3,5
22,Copper,33000,33,4,2
22,Copper,47000,94,3,2
22,Gold,5800,29,2,8
22,Gold,9000,18,3,8
22,Gold,9000,6,5,14
22,Copper,77000,77,4,9
22,Iron,205000,41,7,7
22,Marble,13500,27,3,13
22,Sandstone,7800,78,1,16
22,Sandstone,9000,9,4,17
22,Copper,31500,63,3,16
22,Copper,84000,84,4,4
22,Marble,34000,34,4,19
22,Copper,315000,63,7,18
22,Copper,82000,41,6,10
22,Copper,97000,97,4,18
22,Sandstone,17500,35,3,3
22,Aluminum,9400,94,1,5
22,Aluminum,32000,64,3,2
22,Gold,1700,17,1,5
22,Aluminum,190000,38,7,16
22,Marble,31000,31,4,2
22,Sandstone,18600,93,2,19
22,Copper,75000,50,5,11
22,Sandstone,1000,5,2,12
22,Copper,15600,78,2,6
22,Marble,27500,55,3,8
22,Marble,8400,84,1,4
22,Copper,500000,100,7,19
22,Gold,165000,33,7,18
22,Copper,340000,68,7,1
22,Iron,98000,98,4,16
22,Gold,100000,50,6,5
22,Sandstone,12800,64,2,5
22,Sandstone,21000,14,5,20
22,Gold,69000,46,5,15
22,Marble,37000,74,3,12
22,Sandstone,164000,82,6,7
22,Aluminum,55500,37,5,16
22,Iron,410000,82,7,10
22,Marble,300000,60,7,16
22,Iron,4900,49,1,4
22,Iron,82000,82,4,14
22,Aluminum,13800,69,2,11
22,Iron,15000,15,4,2
22,Gold,2700,27,1,9
22,Iron,8800,44,2,4
22,Sandstone,800,4,2,6
22,Sandstone,116000,58,6,3
22,Sandstone,14000,14,4,9
22,Sandstone,42000,28,5,9
22,Marble,6500,13,3,2
22,Gold,7000,35,2,7
22,Marble,1000,1,4,13
22,Copper,196000,98,6,18
22,Aluminum,13000,26,3,8
22,Iron,2800,28,1,13
22,Aluminum,13400,67,2,12
22,Copper,6100,61,1,20
22,Aluminum,129000,86,5,17
22,Aluminum,129000,86,5,2
22,Marble,5000,50,1,9
22,Copper,7700,77,1,8
22,Marble,168000,84,6,15
22,Copper,30500,61,3,13
22,Aluminum,45000,45,4,13
22,Gold,500000,100,7,20
22,Copper,4400,44,1,4
22,Aluminum,8200,41,2,3
22,Sandstone,94000,94,4,2
22,Iron,700,7,1,15
22,Sandstone,180000,90,6,5
22,Iron,78000,39,6,17
22,Aluminum,1800,18,1,17
22,Gold,64500,43,5,2
22,Iron,34500,69,3,9
22,Sandstone,9000,9,4,17
22,Sandstone,122000,61,6,14
22,Aluminum,20500,41,3,7
22,Copper,12000,12,4,15
22,Iron,14800,74,2,16
22,Iron,123000,82,5,1
22,Iron,40500,81,3,7
22,Aluminum,97000,97,4,20
22,Sandstone,91000,91,4,19
22,Sandstone,34000,68,3,8
22,Aluminum,4400,44,1,18
22,Iron,63000,63,4,7
22,Copper,335000,67,7,8
22,Aluminum,116000,58,6,9
22,Aluminum,46000,46,4,12
22,Iron,43000,43,4,3
22,Copper,7000,7,4,5
22,Iron,9800,49,2,20
22,Copper,8400,42,2,3
22,Marble,15600,78,2,17
22,Aluminum,7000,7,4,11
22,Iron,24000,16,5,14
22,Aluminum,285000,57,7,13
22,Iron,10000,20,3,19
22,Sandstone,87000,87,4,12
22,Sandstone,18200,91,2,6
22,Gold,60000,30,6,1
22,Iron,44500,89,3,3
22,Copper,27000,27,4,7
22,Copper,70500,47,5,11
22,Copper,16000,16,4,10
22,Aluminum,30000,6,7,7
22,Copper,13000,26,3,6
22,Iron,94500,63,5,14
22,Copper,170000,34,7,4
22,Aluminum,176000,88,6,1
22,Aluminum,30000,15,6,19
22,Iron,6000,12,3,3
22,Copper,92000,92,4,12
22,Gold,600,6,1,14
22,Aluminum,42000,28,5,13
22,Sandstone,85000,85,4,1
22,Aluminum,7500,75,1,14
22,Sandstone,35000,70,3,6
22,Aluminum,8400,84,1,12
22,Copper,18200,91,2,17
22,Copper,7000,35,2,1
22,Gold,8200,41,2,10
22,Marble,57000,57,4,10
22,Iron,140000,70,6,2
22,Aluminum,2800,28,1,16
22,Iron,27000,54,3,19
22,Marble,64500,43,5,19
22,Copper,145000,29,7,19
22,Gold,5200,26,2,19
22,Gold,64500,43,5,6
22,Marble,109500,73,5,6
22,Iron,4000,4,4,14
22,Gold,16000,16,4,8
22,Marble,74000,74,4,4
22,Copper,7100,71,1,5
22,Sandstone,124000,62,6,16
22,Aluminum,10000,50,2,19
22,Gold,13500,9,5,1
22,Gold,7100,71,1,8
22,Aluminum,310000,62,7,13
22,Copper,13500,9,5,17
22,Marble,14000,14,4,8
22,Iron,415000,83,7,12
22,Iron,71000,71,4,10
22,Marble,11200,56,2,8
22,Sandstone,7900,79,1,14
22,Aluminum,6200,31,2,16
22,Sandstone,185000,37,7,20
22,Marble,51000,34,5,1
22,Iron,6400,64,1,10
22,Gold,154000,77,6,20
22,Sandstone,150000,100,5,3
22,Sandstone,40000,8,7,18
22,Gold,18000,18,4,10
22,Copper,14600,73,2,19
22,Sandstone,82500,55,5,7
22,Aluminum,38000,19,6,10
22,Copper,465000,93,7,19
22,Copper,13000,65,2,11
22,Gold,200,1,2,17
22,Gold,30000,20,5,15
22,Marble,29000,29,4,17
22,Aluminum,355000,71,7,7
22,Gold,40500,81,3,3
22,Iron,48000,24,6,20
22,Marble,55000,11,7,5
22,Aluminum,13500,9,5,6
22,Copper,190000,38,7,1
22,Gold,36000,18,6,2
22,Iron,90000,45,6,9
22,Aluminum,14000,7,6,17
22,Aluminum,11000,55,2,4
22,Iron,410000,82,7,19
22,Sandstone,76000,76,4,12
22,Sandstone,19600,98,2,9
22,Iron,35000,70,3,20
22,Aluminum,194000,97,6,16
22,Copper,1100,11,1,13
22,Aluminum,75000,50,5,15
22,Sandstone,5600,28,2,6
22,Iron,79000,79,4,7
22,Iron,37000,37,4,18
22,Gold,160000,80,6,8
22,Iron,325000,65,7,12
22,Copper,40000,40,4,9
22,Gold,31500,21,5,11
22,Marble,395000,79,7,5
22,Aluminum,3800,19,2,20
22,Copper,15000,30,3,8
22,Marble,155000,31,7,4
22,Gold,255000,51,7,15
22,Sandstone,4600,23,2,8
22,Aluminum,118500,79,5,15
22,Sandstone,11000,22,3,11
22,Sandstone,146000,73,6,5
22,Aluminum,4000,2,6,6
22,Sandstone,75000,15,7,9
22,Gold,7200,36,2,10
22,Copper,19600,98,2,20
22,Sandstone,46000,46,4,10
22,Copper,380000,76,7,11
22,Iron,67000,67,4,11
22,Copper,2900,29,1,1
22,Aluminum,38000,38,4,3
22,Marble,29500,59,3,12
22,Aluminum,103500,69,5,10
22,Gold,82000,82,4,5
22,Iron,35000,7,7,5
22,Sandstone,19200,96,2,8
22,Aluminum,46000,92,3,16
22,Copper,15600,78,2,10
22,Marble,230000,46,7,10
22,Iron,47000,94,3,16
22,Marble,116000,58,6,1
22,Marble,40000,20,6,18
22,Copper,105000,21,7,2
22,Copper,168000,84,6,4
22,Iron,4000,20,2,14
22,Gold,40500,81,3,16
22,Marble,17200,86,2,19
22,Sandstone,52000,26,6,10
22,Sandstone,102000,51,6,7
22,Iron,4500,9,3,7
22,Marble,19600,98,2,6
22,Sandstone,80000,80,4,13
22,Sandstone,2100,21,1,15
22,Copper,13200,66,2,18
22,Gold,15200,76,2,15
22,Aluminum,6800,34,2,2
22,Gold,28000,28,4,20
23,Sandstone,5400,54,1,15
23,Marble,32000,16,6,15
23,Marble,12600,63,2,1
23,Copper,6600,33,2,6
23,Sandstone,24000,16,5,4
23,Marble,38000,76,3,17
23,Gold,240000,48,7,19
23,Gold,10600,53,2,8
23,Iron,70000,14,7,11
23,Iron,3400,34,1,18
23,Copper,90000,60,5,19
23,Marble,87000,87,4,20
23,Marble,40500,81,3,10
23,Gold,48500,97,3,15
23,Aluminum,90000,45,6,12
23,Gold,112500,75,5,11
23,Gold,45500,91,3,10
23,Iron,5400,27,2,11
23,Marble,45500,91,3,3
23,Sandstone,32000,32,4,1
23,Sandstone,112000,56,6,6
23,Aluminum,83000,83,4,18
23,Copper,102000,51,6,3
23,Copper,27000,27,4,17
23,Marble,186000,93,6,7
23,Marble,31000,31,4,16
23,Iron,28500,57,3,20
23,Aluminum,31500,21,5,2
23,Sandstone,117000,78,5,19
23,Iron,9000,45,2,4
23,Gold,8700,87,1,20
23,Aluminum,470000,94,7,1
23,Aluminum,260000,52,7,18
23,Sandstone,5600,28,2,10
23,Aluminum,16000,80,2,3
23,Aluminum,2500,25,1,16
23,Iron,7500,75,1,13
23,Sandstone,330000,66,7,6
23,Gold,46500,31,5,8
23,Marble,106500,71,5,15
23,Iron,120000,24,7,15
23,Gold,1400,7,2,10
23,Copper,6000,6,4,13
23,Aluminum,9200,92,1,6
23,Aluminum,375000,75,7,3
23,Aluminum,111000,74,5,5
23,Aluminum,72000,72,4,19
23,Aluminum,96000,96,4,7
23,Aluminum,1600,16,1,5
23,Copper,15200,76,2,13
23,Copper,56000,28,6,13
23,Marble,46000,92,3,8
23,Copper,44000,88,3,19
23,Aluminum,415000,83,7,1
23,Marble,440000,88,7,11
23,Marble,50000,100,3,11
23,Aluminum,92000,92,4,16
23,Sandstone,69000,46,5,12
23,Marble,6200,62,1,2
23,Marble,46000,23,6,2
23,Aluminum,15200,76,2,8
23,Sandstone,174000,87,6,3
23,Marble,148500,99,5,14
23,Marble,19800,99,2,16
23,Copper,92000,46,6,1
23,Sandstone,100000,100,4,17
23,Aluminum,7400,37,2,7
23,Marble,66000,33,6,20
23,Sandstone,200000,100,6,7
23,Gold,12200,61,2,9
23,Iron,100500,67,5,19
23,Iron,196000,98,6,12
23,Iron,4000,2,6,6
23,Marble,81000,81,4,4
23,Gold,84000,42,6,20
23,Copper,69000,46,5,2
23,Gold,152000,76,6,10
23,Copper,150000,100,5,16
23,Iron,1000,1,4,1
23,Sandstone,215000,43,7,11
23,Copper,170000,85,6,11
23,Aluminum,26000,13,6,20
23,Copper,46500,93,3,2
23,Marble,10000,100,1,2
23,Sandstone,440000,88,7,2
23,Iron,8200,82,1,16
23,Iron,18000,36,3,18
23,Marble,8000,8,4,6
23,Copper,6000,3,6,8
23,Gold,53000,53,4,6
23,Sandstone,4500,3,5,1
23,Sandstone,16400,82,2,2
23,Aluminum,132000,88,5,10
23,Aluminum,26000,26,4,4
23,Copper,1800,9,2,6
23,Iron,1500,3,3,11
23,Aluminum,2400,12,2,14
23,Gold,415000,83,7,16
23,Marble,46000,46,4,15
23,Sandstone,44000,88,3,16
23,Copper,7200,72,1,3
23,Marble,300000,60,7,1
23,Copper,3200,16,2,10
23,Sandstone,6000,3,6,4
23,Copper,124000,62,6,16
23,Marble,200000,100,6,14
23,Marble,65000,13,7,8
23,Iron,1700,17,1,20
23,Sandstone,16200,81,2,3
23,Marble,54000,54,4,10
23,Aluminum,3000,30,1,18
23,Aluminum,205000,41,7,1
23,Marble,192000,96,6,15
23,Copper,14200,71,2,17
23,Sandstone,405000,81,7,15
23,Gold,41500,83,3,13
23,Copper,23500,47,3,9
23,Sandstone,21000,14,5,20
23,Marble,12600,63,2,7
23,Iron,8100,81,1,12
23,Gold,48000,96,3,17
23,Iron,19800,99,2,17
23,Iron,20000,20,4,20
23,Iron,17600,88,2,14
23,Sandstone,12200,61,2,8
23,Marble,7900,79,1,13
23,Aluminum,10500,7,5,3
23,Copper,5600,28,2,3
23,Gold,3000,3,4,10
23,Gold,62000,31,6,3
23,Marble,475000,95,7,16
23,Gold,4000,20,2,2
23,Gold,9600,48,2,18
23,Sandstone,400,2,2,4
23,Copper,4400,44,1,20
23,Aluminum,34500,69,3,1
23,Iron,4800,48,1,15
23,Aluminum,100000,20,7,19
23,Aluminum,175000,35,7,9
23,Iron,30000,15,6,5
23,Aluminum,49500,33,5,5
23,Aluminum,11400,57,2,4
23,Marble,114000,57,6,12
23,Gold,38500,77,3,15
23,Marble,225000,45,7,4
23,Gold,3900,39,1,7
23,Aluminum,5600,56,1,1
23,Aluminum,61000,61,4,19
23,Gold,52000,26,6,4
23,Aluminum,23000,46,3,15
23,Gold,5300,53,1,8
23,Iron,70500,47,5,5
23,Gold,180000,36,7,2
23,Sandstone,19000,38,3,2
23,Marble,42000,28,5,12
23,Aluminum,7500,15,3,12
23,Iron,110000,55,6,4
23,Copper,3100,31,1,17
23,Gold,46500,31,5,3
23,Sandstone,126000,84,5,5
23,Copper,13500,27,3,14
23,Copper,16000,8,6,13
23,Marble,42000,42,4,9
23,Marble,5000,1,7,10
23,Aluminum,10200,51,2,15
23,Aluminum,3000,30,1,17
23,Gold,9000,9,4,5
23,Gold,43000,43,4,16
23,Marble,225000,45,7,20
23,Marble,38000,76,3,10
23,Sandstone,47000,47,4,19
23,Gold,120000,80,5,10
23,Marble,79500,53,5,15
23,Iron,148500,99,5,16
23,Marble,2000,1,6,18
23,Aluminum,225000,45,7,3
23,Sandstone,126000,63,6,6
23,Iron,58000,29,6,18
23,Iron,76000,38,6,14
23,Iron,7400,74,1,4
23,Aluminum,49500,99,3,1
23,Aluminum,152000,76,6,2
23,Iron,65000,65,4,20
23,Sandstone,84000,84,4,17
23,Iron,122000,61,6,8
23,Sandstone,1500,1,5,14
23,Copper,93000,93,4,1
23,Iron,37000,37,4,3
23,Marble,1000,1,4,3
23,Sandstone,6500,65,1,5
23,Copper,7500,75,1,19
23,Copper,14600,73,2,15
23,Marble,154000,77,6,14
23,Gold,15500,31,3,20
23,Iron,3100,31,1,12
