i,c16,i,i,i,i
32,Aluminum,45000,30,5,19
32,Marble,112500,75,5,9
32,Copper,72000,72,4,13
32,Sandstone,380000,76,7,9
32,Gold,30000,60,3,5
32,Iron,8400,84,1,6
32,Sandstone,4600,46,1,15
32,Iron,17500,35,3,17
32,Iron,22000,22,4,13
32,Gold,4800,48,1,9
32,Iron,28000,14,6,9
32,Iron,28000,28,4,8
32,Gold,3500,7,3,5
32,Sandstone,103500,69,5,13
32,Gold,84000,42,6,9
32,Copper,132000,88,5,3
32,Marble,18400,92,2,16
32,Aluminum,10400,52,2,15
32,Gold,9000,90,1,2
32,Copper,5800,29,2,17
32,Iron,100000,100,4,16
32,Iron,1700,17,1,15
32,Iron,13800,69,2,16
32,Sandstone,71000,71,4,14
32,Aluminum,40000,40,4,5
32,Iron,106500,71,5,11
32,Aluminum,6900,69,1,11
32,Iron,81000,54,5,13
32,Aluminum,1500,15,1,10
32,Iron,315000,63,7,14
32,Sandstone,94500,63,5,1
32,Gold,97500,65,5,4
32,Copper,92000,46,6,17
32,Gold,135000,90,5,5
32,Aluminum,200000,40,7,19
32,Copper,17000,34,3,2
32,Sandstone,15000,75,2,10
32,Copper,20000,100,2,9
32,Gold,8600,43,2,3
32,Copper,19400,97,2,15
32,Marble,48000,48,4,13
32,Marble,158000,79,6,2
32,Iron,144000,72,6,14
32,Copper,106500,71,5,9
32,Iron,140000,28,7,9
32,Marble,78000,52,5,13
32,Copper,102000,68,5,13
32,Iron,32000,32,4,9
32,Marble,6000,60,1,13
32,Marble,134000,67,6,6
32,Iron,16500,33,3,17
32,Gold,130000,65,6,9
32,Iron,10000,10,4,1
32,Sandstone,40500,27,5,12
32,Gold,30500,61,3,18
32,Sandstone,138000,69,6,12
32,Sandstone,117000,78,5,1
32,Sandstone,141000,94,5,3
32,Gold,180000,36,7,10
32,Marble,14000,14,4,9
32,Aluminum,365000,73,7,14
32,Marble,38000,76,3,8
32,Marble,140000,28,7,14
32,Aluminum,96000,48,6,3
32,Iron,24500,49,3,20
32,Gold,345000,69,7,11
32,Copper,5500,55,1,2
32,Aluminum,85000,85,4,18
32,Marble,8100,81,1,18
32,Aluminum,2900,29,1,1
32,Iron,136000,68,6,13
32,Aluminum,150000,100,5,14
32,Aluminum,490000,98,7,19
32,Marble,124500,83,5,19
32,Iron,6800,68,1,1
32,Copper,30000,6,7,11
32,Aluminum,68000,34,6,19
32,Sandstone,3800,19,2,3
32,Sandstone,3800,38,1,11
32,Aluminum,44000,88,3,4
32,Marble,8900,89,1,8
32,Aluminum,180000,90,6,20
32,Sandstone,32500,65,3,17
32,Marble,6000,4,5,14
32,Gold,6300,63,1,10
32,Copper,19000,95,2,16
32,Iron,76000,76,4,13
32,Copper,20500,41,3,17
32,Gold,12000,24,3,10
32,Copper,46000,23,6,14
32,Gold,18000,18,4,5
32,Iron,48000,24,6,17
32,Gold,35500,71,3,5
32,Gold,17000,34,3,16
32,Gold,235000,47,7,7
32,Iron,1700,17,1,19
32,Aluminum,33000,22,5,20
32,Marble,6900,69,1,11
32,Gold,160000,32,7,20
32,Gold,2400,24,1,10
32,Sandstone,255000,51,7,1
32,Copper,44000,88,3,8
32,Iron,290000,58,7,14
32,Copper,25500,17,5,15
32,Aluminum,24000,24,4,13
32,Sandstone,12400,62,2,1
32,Iron,4100,41,1,10
32,Copper,2000,2,4,16
32,Marble,1900,19,1,15
32,Aluminum,46000,46,4,2
32,Copper,46000,23,6,6
32,Marble,8500,17,3,7
32,Iron,147000,98,5,7
32,Sandstone,220000,44,7,17
33,Iron,51000,51,4,12
33,Iron,345000,69,7,16
33,Sandstone,35000,7,7,6
33,Aluminum,12000,12,4,5
33,Sandstone,17400,87,2,16
33,Iron,30000,60,3,14
33,Iron,20000,4,7,1
33,Sandstone,6500,13,3,5
33,Marble,5700,57,1,4
33,Sandstone,9200,46,2,2
33,Gold,16200,81,2,13
33,Sandstone,102000,68,5,14
33,Gold,54000,27,6,18
33,Aluminum,485000,97,7,3
33,Gold,96000,96,4,14
33,Copper,25500,51,3,2
33,Gold,500,1,3,5
33,Sandstone,425000,85,7,12
33,Marble,8000,4,6,17
33,Marble,485000,97,7,12
33,Aluminum,77000,77,4,1
33,Gold,92000,46,6,17
33,Aluminum,3300,33,1,5
33,Copper,44000,44,4,11
33,Aluminum,325000,65,7,6
33,Copper,25500,17,5,11
33,Gold,3000,2,5,5
33,Marble,120000,80,5,14
33,Marble,73500,49,5,8
33,Iron,33000,22,5,14
33,Aluminum,176000,88,6,1
33,Marble,9000,45,2,18
33,Gold,185000,37,7,1
33,Sandstone,30500,61,3,12
33,Marble,345000,69,7,5
33,Copper,170000,34,7,7
33,Aluminum,92000,46,6,4
33,Copper,46000,23,6,19
33,Iron,17800,89,2,18
33,Marble,8600,86,1,9
33,Marble,410000,82,7,12
33,Marble,245000,49,7,3
33,Gold,93000,93,4,10
33,Gold,18000,12,5,15
33,Marble,42000,42,4,18
33,Gold,16000,80,2,17
33,Sandstone,162000,81,6,15
33,Sandstone,66000,33,6,18
33,Marble,24000,16,5,19
33,Gold,440000,88,7,11
33,Sandstone,8400,42,2,16
33,Gold,142000,71,6,18
33,Sandstone,120000,60,6,12
33,Aluminum,108000,72,5,7
33,Aluminum,22000,11,6,4
33,Gold,6000,60,1,7
33,Sandstone,35000,7,7,20
33,Marble,4900,49,1,18
33,Copper,184000,92,6,17
33,Aluminum,96000,64,5,15
33,Aluminum,5000,10,3,9
33,Marble,8900,89,1,7
33,Marble,9400,47,2,12
33,Marble,130500,87,5,20
33,Copper,168000,84,6,4
33,Marble,182000,91,6,20
33,Sandstone,124000,62,6,2
33,Iron,26000,26,4,10
33,Gold,6500,65,1,20
33,Marble,5900,59,1,2
33,Marble,5400,54,1,13
33,Copper,30500,61,3,9
33,Sandstone,245000,49,7,11
33,Iron,30000,20,5,11
33,Gold,16000,16,4,7
33,Iron,8200,41,2,18
33,Gold,4600,23,2,16
33,Gold,24000,16,5,19
33,Sandstone,6100,61,1,20
33,Marble,45000,90,3,16
33,Copper,64500,43,5,8
33,Aluminum,142500,95,5,19
33,Sandstone,82000,82,4,15
33,Sandstone,1600,16,1,16
33,Copper,51000,51,4,7
33,Sandstone,405000,81,7,18
33,Copper,33500,67,3,2
33,Marble,71000,71,4,11
33,Copper,92000,92,4,4
33,Marble,7000,14,3,6
33,Marble,5900,59,1,17
33,Marble,73000,73,4,13
33,Copper,4000,8,3,14
33,Gold,124500,83,5,6
33,Iron,400,4,1,3
33,Aluminum,7000,7,4,10
33,Iron,4700,47,1,14
33,Sandstone,49500,99,3,11
33,Iron,93000,62,5,17
33,Sandstone,90000,18,7,10
33,Copper,3100,31,1,4
33,Marble,28000,56,3,17
33,Sandstone,67000,67,4,16
33,Gold,81000,81,4,2
33,Gold,72000,36,6,18
33,Aluminum,600,3,2,17
33,Marble,142000,71,6,8
33,Gold,16200,81,2,6
33,Iron,80000,80,4,19
33,Gold,28000,56,3,3
33,Sandstone,175000,35,7,10
33,Sandstone,68000,34,6,10
33,Aluminum,4400,22,2,2
33,Copper,154000,77,6,15
33,Aluminum,19000,95,2,4
33,Copper,4900,49,1,14
33,Gold,37000,37,4,2
33,Gold,10000,2,7,20
33,Gold,800,8,1,19
33,Copper,340000,68,7,7
33,Sandstone,3400,34,1,15
33,Sandstone,42000,84,3,20
33,Sandstone,20000,10,6,2
33,Sandstone,120000,60,6,14
33,Aluminum,39000,78,3,2
33,Copper,365000,73,7,1
33,Copper,185000,37,7,14
33,Sandstone,5300,53,1,1
33,Gold,7500,15,3,9
33,Marble,7800,39,2,16
33,Gold,700,7,1,2
33,Marble,400000,80,7,19
33,Aluminum,190000,38,7,10
33,Iron,62000,62,4,16
33,Aluminum,65000,13,7,5
33,Iron,15000,3,7,2
33,Iron,64500,43,5,9
33,Gold,180000,90,6,3
33,Aluminum,180000,90,6,11
33,Sandstone,118500,79,5,15
33,Iron,142000,71,6,4
33,Iron,13500,9,5,2
33,Sandstone,15000,75,2,12
33,Iron,50000,10,7,3
33,Iron,9800,49,2,9
33,Marble,6600,33,2,19
33,Iron,8200,41,2,4
33,Marble,335000,67,7,5
33,Iron,8000,16,3,18
33,Gold,470000,94,7,6
33,Iron,12800,64,2,12
33,Copper,8900,89,1,5
33,Aluminum,108000,72,5,2
33,Marble,12000,24,3,5
33,Iron,10000,5,6,8
33,Marble,28500,57,3,8
33,Marble,9400,94,1,7
33,Iron,6000,60,1,15
33,Aluminum,12800,64,2,17
33,Gold,40500,27,5,9
33,Marble,168000,84,6,16
33,Aluminum,88000,88,4,19
33,Aluminum,130000,65,6,18
33,Gold,16500,33,3,17
33,Copper,68000,68,4,7
33,Marble,3000,3,4,5
33,Sandstone,32000,64,3,19
33,Sandstone,30000,60,3,5
33,Copper,11200,56,2,16
33,Copper,103500,69,5,5
33,Gold,44000,22,6,6
33,Marble,12200,61,2,16
33,Sandstone,5800,58,1,6
33,Iron,50000,25,6,2
33,Sandstone,76000,38,6,5
33,Sandstone,15800,79,2,13
33,Marble,17000,85,2,10
33,Copper,39000,78,3,5
33,Marble,290000,58,7,13
33,Marble,465000,93,7,13
33,Iron,18600,93,2,4
33,Aluminum,76000,76,4,15
33,Sandstone,102000,51,6,6
33,Iron,5600,28,2,17
33,Iron,275000,55,7,13
33,Iron,43000,86,3,8
33,Sandstone,12000,60,2,13
33,Aluminum,4200,42,1,6
33,Gold,41000,41,4,6
33,Aluminum,5800,58,1,18
33,Gold,56000,56,4,16
33,Aluminum,4300,43,1,20
33,Sandstone,150000,100,5,17
33,Sandstone,47500,95,3,3
33,Sandstone,64000,64,4,17
33,Aluminum,78000,39,6,6
33,Marble,7500,75,1,1
33,Aluminum,12500,25,3,11
33,Marble,97000,97,4,10
33,Aluminum,80000,40,6,13
33,Marble,103500,69,5,9
33,Sandstone,10000,100,1,15
33,Aluminum,2600,13,2,16
33,Iron,1300,13,1,3
33,Aluminum,225000,45,7,12
33,Iron,240000,48,7,4
33,Copper,48000,24,6,18
33,Gold,45000,90,3,16
33,Sandstone,39500,79,3,17
33,Copper,21000,21,4,9
33,Iron,3800,19,2,5
33,Copper,70500,47,5,14
33,Marble,63000,42,5,8
33,Sandstone,9400,94,1,2
33,Sandstone,160000,80,6,4
33,Gold,2000,2,4,16
33,Marble,13200,66,2,8
33,Iron,18000,18,4,13
33,Aluminum,390000,78,7,4
33,Aluminum,78000,52,5,14
33,Iron,43500,29,5,14
33,Aluminum,9600,48,2,3
33,Marble,11000,55,2,5
33,Copper,19000,95,2,5
33,Sandstone,450000,90,7,3
33,Iron,55000,55,4,2
33,Sandstone,1900,19,1,5
33,Copper,1400,14,1,19
33,Gold,7500,15,3,16
33,Aluminum,45000,90,3,9
33,Aluminum,26000,26,4,14
33,Marble,138000,69,6,13
33,Aluminum,16000,8,6,18
33,Iron,45000,30,5,6
33,Aluminum,12200,61,2,7
33,Aluminum,8800,44,2,10
33,Iron,52500,35,5,7
33,Copper,110000,22,7,13
33,Gold,4000,2,6,20
33,Copper,48000,32,5,14
33,Gold,110000,22,7,10
33,Sandstone,65000,13,7,16
33,Copper,3500,35,1,13
33,Copper,9500,95,1,19
33,Marble,79000,79,4,6
33,Copper,5300,53,1,10
33,Sandstone,455000,91,7,11
33,Aluminum,26000,26,4,15
33,Gold,40500,27,5,2
33,Copper,19500,39,3,15
33,Iron,76000,38,6,3
33,Sandstone,200,1,2,5
33,Aluminum,800,8,1,2
33,Marble,5800,29,2,16
33,Marble,6100,61,1,15
33,Gold,8600,86,1,1
33,Sandstone,9000,45,2,9
33,Gold,3800,19,2,16
33,Iron,11600,58,2,2
33,Gold,37500,75,3,18
33,Sandstone,60000,30,6,15
33,Marble,395000,79,7,11
33,Iron,17600,88,2,18
33,Aluminum,8500,85,1,3
33,Aluminum,9400,94,1,3
33,Sandstone,148500,99,5,12
33,Copper,68000,68,4,9
33,Gold,13500,27,3,13
33,Gold,82500,55,5,11
33,Sandstone,8300,83,1,9
33,Iron,325000,65,7,19
33,Gold,42500,85,3,7
33,Gold,3900,39,1,10
33,Aluminum,27000,18,5,3
33,Marble,7000,70,1,14
33,Iron,5900,59,1,6
33,Gold,140000,28,7,3
33,Aluminum,6000,4,5,14
33,Gold,148000,74,6,20
33,Marble,26000,52,3,19
33,Copper,116000,58,6,14
33,Aluminum,220000,44,7,20
33,Marble,31500,63,3,4
33,Sandstone,440000,88,7,7
33,Iron,12000,6,6,14
33,Marble,97500,65,5,14
33,Sandstone,16800,84,2,5
33,Iron,260000,52,7,7
33,Sandstone,21000,42,3,8
33,Gold,360000,72,7,2
33,Iron,135000,90,5,10
33,Marble,35000,35,4,8
33,Marble,49500,99,3,15
33,Gold,100500,67,5,13
33,Copper,400000,80,7,15
33,Marble,10200,51,2,13
33,Gold,8000,80,1,10
33,Marble,200,2,1,16
33,Marble,115500,77,5,12
33,Aluminum,2300,23,1,16
33,Marble,8500,85,1,8
33,Iron,194000,97,6,16
33,Aluminum,120000,80,5,11
33,Gold,15500,31,3,5
33,Aluminum,128000,64,6,2
33,Gold,17600,88,2,7
33,Sandstone,33500,67,3,6
33,Marble,127500,85,5,17
33,Gold,4000,8,3,12
33,Iron,148500,99,5,14
33,Iron,9500,95,1,17
33,Copper,3900,39,1,10
33,Gold,6100,61,1,3
33,Aluminum,10200,51,2,18
33,Iron,90000,45,6,14
33,Gold,310000,62,7,19
33,Copper,176000,88,6,2
33,Sandstone,110000,22,7,20
33,Iron,23500,47,3,19
33,Iron,12000,6,6,19
33,Iron,52000,26,6,4
33,Iron,30000,30,4,13
33,Aluminum,20000,10,6,4
33,Gold,180000,90,6,2
33,Sandstone,35000,7,7,20
33,Aluminum,160000,80,6,5
33,Marble,129000,86,5,13
33,Sandstone,425000,85,7,20
33,Sandstone,19200,96,2,18
33,Aluminum,32000,32,4,13
33,Gold,130000,65,6,7
33,Copper,146000,73,6,3
33,Sandstone,200000,40,7,6
33,Copper,30500,61,3,12
33,Copper,19000,19,4,20
33,Sandstone,4400,44,1,7
33,Sandstone,355000,71,7,20
33,Aluminum,116000,58,6,19
33,Sandstone,194000,97,6,6
33,Sandstone,34500,69,3,19
33,Gold,7700,77,1,16
33,Aluminum,40000,80,3,13
33,Copper,4800,24,2,16
33,Aluminum,40000,20,6,17
33,Copper,425000,85,7,16
33,Gold,360000,72,7,1
33,Iron,4300,43,1,18
33,Aluminum,22000,22,4,20
33,Aluminum,2800,14,2,1
33,Sandstone,13500,27,3,18
33,Iron,44000,88,3,16
33,Copper,132000,88,5,1
33,Aluminum,73000,73,4,4
33,Aluminum,3000,15,2,2
33,Aluminum,7800,78,1,14
33,Marble,3500,7,3,5
33,Marble,55500,37,5,7
33,Iron,700,7,1,14
33,Iron,133500,89,5,16
33,Aluminum,139500,93,5,8
33,Marble,124500,83,5,3
33,Gold,57000,38,5,12
33,Iron,4000,40,1,16
33,Marble,490000,98,7,19
33,Sandstone,145000,29,7,1
33,Marble,44000,22,6,15
33,Sandstone,44500,89,3,14
33,Sandstone,16000,16,4,10
33,Sandstone,6000,60,1,6
33,Marble,84000,84,4,7
33,Aluminum,330000,66,7,11
33,Iron,11800,59,2,15
33,Iron,30000,20,5,6
33,Aluminum,17400,87,2,16
33,Marble,350000,70,7,16
33,Copper,52500,35,5,16
33,Iron,4700,47,1,20
33,Sandstone,66000,33,6,4
33,Aluminum,18000,9,6,2
33,Iron,70000,14,7,20
33,Sandstone,184000,92,6,1
33,Marble,60000,30,6,19
33,Marble,100000,50,6,15
33,Marble,21000,14,5,11
33,Sandstone,7100,71,1,3
33,Marble,16000,8,6,5
33,Aluminum,31500,63,3,12
33,Copper,400000,80,7,9
33,Aluminum,112000,56,6,7
33,Marble,400,4,1,20
33,Aluminum,128000,64,6,1
33,Copper,6300,63,1,5
33,Copper,29000,58,3,6
33,Copper,600,3,2,10
33,Iron,6000,6,4,11
33,Marble,4600,46,1,11
33,Sandstone,28000,14,6,16
33,Marble,76500,51,5,1
33,Gold,32000,16,6,19
33,Aluminum,17400,87,2,15
33,Iron,10200,51,2,20
33,Aluminum,3000,3,4,20
33,Sandstone,2500,5,3,11
33,Marble,405000,81,7,11
33,Copper,16400,82,2,20
33,Sandstone,4800,48,1,17
33,Iron,8000,80,1,10
33,Sandstone,170000,85,6,9
33,Sandstone,80000,40,6,3
33,Sandstone,142000,71,6,8
33,Sandstone,133500,89,5,13
33,Gold,178000,89,6,20
33,Marble,205000,41,7,6
33,Aluminum,59000,59,4,20
33,Gold,14500,29,3,8
33,Iron,12000,60,2,11
33,Marble,270000,54,7,8
33,Copper,47000,94,3,6
33,Sandstone,7400,37,2,6
33,Marble,4900,49,1,3
33,Copper,76000,76,4,8
33,Sandstone,6400,32,2,9
33,Copper,10000,50,2,2
33,Sandstone,315000,63,7,12
33,Gold,345000,69,7,2
33,Marble,5000,1,7,8
33,Marble,108000,54,6,15
33,Gold,11400,57,2,15
33,Marble,38000,76,3,5
33,Aluminum,49000,98,3,10
33,Gold,99000,66,5,10
33,Copper,11000,55,2,11
33,Marble,5000,1,7,20
33,Iron,11400,57,2,17
33,Copper,66000,33,6,16
33,Aluminum,5800,29,2,18
33,Marble,500000,100,7,9
33,Gold,400,2,2,16
33,Sandstone,152000,76,6,13
33,Marble,100000,100,4,10
33,Copper,285000,57,7,14
33,Iron,455000,91,7,17
33,Marble,41000,82,3,3
33,Copper,4000,40,1,16
33,Aluminum,16500,11,5,19
33,Gold,7500,5,5,13
33,Copper,80000,40,6,2
33,Marble,51000,51,4,9
33,Marble,78000,78,4,16
33,Sandstone,22500,45,3,13
33,Aluminum,1000,2,3,8
33,Gold,4000,2,6,5
33,Aluminum,22500,45,3,4
33,Iron,108000,72,5,18
33,Iron,1500,15,1,5
33,Aluminum,39500,79,3,16
33,Marble,70500,47,5,1
33,Aluminum,180000,90,6,14
33,Iron,19000,19,4,12
33,Sandstone,15800,79,2,10
33,Iron,305000,61,7,8
33,Aluminum,4000,4,4,13
33,Iron,19000,38,3,2
33,Aluminum,37500,25,5,1
33,Gold,18600,93,2,18
33,Gold,62000,62,4,10
33,Aluminum,105000,70,5,3
33,Copper,54000,54,4,8
33,Iron,74000,37,6,11
33,Copper,81000,54,5,19
33,Copper,38000,76,3,15
33,Gold,31000,62,3,17
33,Gold,20000,4,7,11
33,Sandstone,9200,92,1,4
33,Gold,2200,22,1,20
33,Iron,3000,3,4,3
33,Aluminum,3000,6,3,16
33,Sandstone,97000,97,4,7
33,Gold,98000,98,4,14
33,Sandstone,112500,75,5,15
33,Aluminum,69000,69,4,7
33,Marble,115500,77,5,10
33,Aluminum,102000,68,5,14
33,Sandstone,5700,57,1,10
33,Iron,72000,36,6,11
33,Aluminum,91500,61,5,8
33,Iron,180000,36,7,14
33,Sandstone,18800,94,2,1
33,Iron,4800,48,1,14
34,Aluminum,15800,79,2,6
34,Gold,44000,44,4,10
34,Copper,6000,12,3,3
34,Iron,700,7,1,8
34,Aluminum,39000,26,5,11
34,Marble,145000,29,7,19
34,Copper,24000,24,4,5
34,Gold,13600,68,2,4
34,Gold,146000,73,6,7
34,Gold,55500,37,5,17
34,Sandstone,60000,30,6,3
34,Sandstone,79500,53,5,14
34,Aluminum,29000,29,4,13
34,Iron,2400,24,1,19
34,Sandstone,450000,90,7,18
34,Iron,104000,52,6,10
34,Gold,12000,8,5,10
34,Gold,1000,2,3,11
34,Marble,142500,95,5,15
34,Marble,45000,45,4,15
34,Aluminum,108000,72,5,12
34,Aluminum,114000,57,6,10
34,Iron,84000,56,5,18
34,Iron,600,6,1,2
34,Aluminum,48000,48,4,17
34,Aluminum,34000,17,6,1
34,Sandstone,8200,41,2,10
34,Gold,115500,77,5,9
34,Gold,15600,78,2,4
34,Gold,1500,1,5,19
34,Iron,8000,40,2,15
34,Marble,200000,40,7,4
34,Gold,31000,62,3,6
34,Iron,141000,94,5,4
34,Aluminum,5700,57,1,2
34,Aluminum,200000,100,6,8
34,Sandstone,93000,93,4,1
34,Gold,76500,51,5,4
34,Iron,265000,53,7,13
34,Aluminum,106500,71,5,8
34,Marble,30000,15,6,7
34,Sandstone,3700,37,1,14
34,Marble,42000,84,3,16
34,Iron,4200,42,1,8
34,Gold,245000,49,7,12
34,Aluminum,124500,83,5,19
34,Marble,100000,20,7,4
34,Iron,7000,35,2,8
34,Copper,2700,27,1,19
34,Marble,215000,43,7,3
34,Aluminum,146000,73,6,1
34,Sandstone,176000,88,6,16
34,Aluminum,8400,42,2,11
34,Marble,50000,50,4,8
34,Iron,166000,83,6,20
34,Iron,60000,60,4,2
34,Aluminum,13200,66,2,2
34,Iron,141000,94,5,14
34,Copper,490000,98,7,17
34,Iron,41000,41,4,14
34,Marble,2900,29,1,5
34,Iron,118000,59,6,12
34,Sandstone,47500,95,3,11
34,Iron,47000,47,4,18
34,Iron,13600,68,2,3
34,Marble,440000,88,7,12
34,Gold,51000,34,5,3
34,Copper,62000,62,4,7
34,Sandstone,3000,30,1,20
34,Marble,2900,29,1,16
34,Copper,255000,51,7,19
34,Sandstone,198000,99,6,15
34,Marble,265000,53,7,10
34,Copper,116000,58,6,9
34,Sandstone,26000,26,4,3
34,Gold,4200,21,2,8
34,Copper,180000,36,7,10
34,Marble,22000,44,3,3
34,Aluminum,70000,35,6,18
34,Copper,310000,62,7,2
34,Gold,14800,74,2,5
34,Copper,8400,84,1,11
34,Iron,405000,81,7,20
34,Sandstone,46500,31,5,17
34,Iron,16600,83,2,11
34,Copper,118000,59,6,11
34,Sandstone,9500,95,1,5
34,Aluminum,300,3,1,13
34,Sandstone,5600,28,2,8
34,Marble,32000,32,4,9
34,Aluminum,260000,52,7,5
34,Sandstone,90000,60,5,14
34,Copper,66000,33,6,5
34,Gold,96000,64,5,12
34,Copper,3300,33,1,12
34,Gold,108000,72,5,11
34,Marble,198000,99,6,17
34,Gold,52000,26,6,16
34,Gold,40500,27,5,10
34,Marble,86000,43,6,5
34,Iron,80000,40,6,13
34,Copper,48000,48,4,11
34,Sandstone,82000,82,4,5
34,Copper,900,9,1,16
34,Marble,145500,97,5,3
34,Copper,13200,66,2,8
34,Gold,45500,91,3,12
34,Sandstone,15500,31,3,7
34,Gold,160000,32,7,1
34,Marble,415000,83,7,19
34,Marble,18000,18,4,7
34,Iron,138000,92,5,7
34,Sandstone,70500,47,5,14
34,Copper,46000,23,6,2
34,Aluminum,111000,74,5,15
34,Iron,88500,59,5,12
34,Copper,15000,75,2,17
34,Gold,80000,16,7,12
34,Marble,3400,34,1,1
34,Copper,3400,34,1,18
34,Marble,98000,98,4,7
34,Gold,77000,77,4,1
34,Marble,150000,100,5,15
34,Aluminum,84000,56,5,18
34,Aluminum,31000,31,4,9
34,Marble,15200,76,2,2
34,Gold,8500,17,3,3
34,Copper,32000,32,4,1
34,Gold,17000,85,2,1
34,Aluminum,166000,83,6,1
34,Sandstone,9200,92,1,6
34,Gold,4100,41,1,3
34,Gold,9700,97,1,15
34,Sandstone,35500,71,3,19
34,Iron,22500,45,3,18
34,Gold,60000,40,5,3
34,Iron,48000,32,5,19
34,Sandstone,260000,52,7,2
34,Sandstone,129000,86,5,3
34,Copper,4500,9,3,15
34,Iron,29500,59,3,18
34,Gold,14000,7,6,19
34,Sandstone,215000,43,7,3
34,Gold,50000,50,4,4
34,Iron,17000,85,2,1
34,Sandstone,99000,99,4,11
34,Aluminum,31000,31,4,20
34,Marble,37500,25,5,13
34,Iron,5200,26,2,6
34,Sandstone,150000,75,6,7
34,Aluminum,18800,94,2,11
34,Gold,3100,31,1,5
34,Aluminum,4000,8,3,17
34,Sandstone,315000,63,7,18
34,Sandstone,1500,15,1,13
34,Marble,335000,67,7,8
34,Gold,43500,87,3,1
34,Copper,11400,57,2,19
34,Aluminum,98000,49,6,12
34,Iron,72000,72,4,6
34,Iron,400,4,1,17
34,Sandstone,4700,47,1,12
34,Copper,96000,48,6,14
34,Copper,73000,73,4,8
34,Iron,2000,1,6,17
34,Gold,11000,55,2,7
34,Marble,42000,42,4,5
34,Copper,2000,4,3,11
34,Copper,4000,8,3,7
34,Marble,19000,19,4,17
34,Gold,156000,78,6,11
34,Marble,1100,11,1,8
34,Gold,300000,60,7,10
34,Sandstone,82000,41,6,7
34,Sandstone,36000,18,6,12
34,Copper,36000,72,3,18
34,Marble,134000,67,6,1
34,Copper,5900,59,1,16
34,Copper,8400,42,2,14
34,Iron,92000,46,6,3
34,Aluminum,2000,2,4,20
34,Aluminum,1400,7,2,2
34,Aluminum,42000,21,6,13
34,Gold,69000,46,5,20
34,Sandstone,300000,60,7,4
34,Copper,29500,59,3,12
34,Iron,8400,42,2,20
34,Copper,8800,44,2,5
34,Copper,184000,92,6,8
34,Iron,7500,75,1,2
34,Marble,16000,32,3,12
34,Gold,28500,19,5,15
34,Gold,23000,23,4,14
34,Aluminum,154000,77,6,6
34,Copper,23500,47,3,13
34,Copper,12000,24,3,11
34,Sandstone,600,3,2,13
34,Gold,400,4,1,13
34,Aluminum,12400,62,2,2
34,Copper,12600,63,2,18
34,Sandstone,2600,26,1,2
34,Sandstone,58000,58,4,14
34,Marble,24000,48,3,10
34,Copper,49000,49,4,20
34,Marble,60000,30,6,4
34,Iron,21000,14,5,1
34,Marble,45000,45,4,4
34,Sandstone,370000,74,7,18
34,Gold,3800,38,1,1
34,Aluminum,16000,8,6,11
34,Iron,15400,77,2,5
34,Marble,240000,48,7,1
34,Marble,300,3,1,19
34,Iron,6000,6,4,20
34,Marble,7400,37,2,5
34,Iron,375000,75,7,18
34,Marble,6800,34,2,16
34,Marble,58000,29,6,6
34,Sandstone,2000,2,4,9
34,Gold,13000,26,3,6
34,Copper,154000,77,6,7
34,Aluminum,85000,17,7,7
34,Gold,12000,8,5,8
34,Iron,26000,26,4,10
34,Iron,49000,49,4,11
34,Sandstone,265000,53,7,4
34,Sandstone,7700,77,1,6
34,Iron,42000,21,6,20
34,Marble,14400,72,2,1
34,Aluminum,37500,25,5,1
34,Iron,14800,74,2,18
34,Iron,3400,17,2,2
34,Sandstone,78000,39,6,2
34,Copper,20000,100,2,13
34,Marble,335000,67,7,8
34,Copper,475000,95,7,14
34,Gold,83000,83,4,17
34,Marble,2000,2,4,16
34,Marble,39000,78,3,8
34,Iron,7900,79,1,12
34,Marble,16800,84,2,9
34,Sandstone,11200,56,2,6
34,Iron,130000,65,6,6
34,Iron,28000,56,3,18
34,Aluminum,4700,47,1,1
34,Iron,85500,57,5,18
34,Copper,6000,60,1,18
34,Marble,95000,95,4,12
34,Copper,3500,7,3,9
34,Copper,15000,30,3,2
34,Aluminum,15500,31,3,17
34,Gold,8200,82,1,3
34,Gold,6800,34,2,14
34,Aluminum,6400,64,1,7
34,Sandstone,9200,92,1,6
34,Copper,2800,14,2,13
34,Copper,39000,39,4,5
34,Sandstone,7500,75,1,20
34,Gold,11200,56,2,18
34,Aluminum,30000,6,7,6
34,Marble,8900,89,1,4
34,Marble,5000,10,3,3
34,Gold,63000,63,4,19
34,Gold,9400,47,2,5
34,Iron,37000,37,4,17
34,Aluminum,6500,13,3,18
34,Marble,19000,95,2,8
34,Copper,17000,17,4,17
34,Gold,4800,24,2,12
34,Sandstone,90000,90,4,14
34,Gold,90000,60,5,13
34,Sandstone,89000,89,4,9
34,Aluminum,7500,5,5,14
34,Marble,88500,59,5,3
34,Marble,22500,45,3,16
34,Copper,112500,75,5,19
34,Aluminum,40000,20,6,20
34,Marble,10600,53,2,19
34,Marble,87000,87,4,18
34,Gold,22000,22,4,11
34,Copper,98000,49,6,15
34,Sandstone,200000,100,6,6
34,Copper,11600,58,2,15
34,Iron,87000,58,5,15
34,Gold,72000,36,6,14
34,Marble,350000,70,7,14
34,Gold,100000,100,4,14
34,Aluminum,32000,32,4,20
34,Marble,2000,4,3,12
34,Iron,10000,2,7,7
